Instruction Name,Opcode,Instruction,64-bit validity,32-bit validity,CpuId Flags
VBROADCASTI32x2,EVEX.128.66.0F38.W0 59 /r,"VBROADCASTI32x2 xmm1 {k1}{z}, xmm2/m64",V,V,AVX512VL|AVX512DQ
VBROADCASTI32x2,EVEX.256.66.0F38.W0 59 /r,"VBROADCASTI32x2 ymm1 {k1}{z}, xmm2/m64",V,V,AVX512VL|AVX512DQ
VBROADCASTI32x2,EVEX.512.66.0F38.W0 59 /r,"VBROADCASTI32x2 zmm1 {k1}{z}, xmm2/m64",V,V,AVX512DQ
VBROADCASTI128,VEX.256.66.0F38.W0 5A /r,"VBROADCASTI128 ymm1, m128",V,V,AVX2
VBROADCASTI32X4,EVEX.256.66.0F38.W0 5A /r,"VBROADCASTI32X4 ymm1 {k1}{z}, m128",V,V,AVX512VL|AVX512F
VBROADCASTI32X4,EVEX.512.66.0F38.W0 5A /r,"VBROADCASTI32X4 zmm1 {k1}{z}, m128",V,V,AVX512F
VBROADCASTI64X2,EVEX.256.66.0F38.W1 5A /r,"VBROADCASTI64X2 ymm1 {k1}{z}, m128",V,V,AVX512VL|AVX512DQ
VBROADCASTI64X2,EVEX.512.66.0F38.W1 5A /r,"VBROADCASTI64X2 zmm1 {k1}{z}, m128",V,V,AVX512DQ
VBROADCASTI32X8,EVEX.512.66.0F38.W0 5B /r,"VBROADCASTI32X8 zmm1 {k1}{z}, m256",V,V,AVX512DQ
VBROADCASTI64X4,EVEX.512.66.0F38.W1 5B /r,"VBROADCASTI64X4 zmm1 {k1}{z}, m256",V,V,AVX512F
VPBROADCASTMB2Q,EVEX.128.F3.0F38.W1 2A /r,"VPBROADCASTMB2Q xmm1, k1",V,V,AVX512VL|AVX512CD
VPBROADCASTMB2Q,EVEX.256.F3.0F38.W1 2A /r,"VPBROADCASTMB2Q ymm1, k1",V,V,AVX512VL|AVX512CD
VPBROADCASTMB2Q,EVEX.512.F3.0F38.W1 2A /r,"VPBROADCASTMB2Q zmm1, k1",V,V,AVX512CD
VPBROADCASTMW2D,EVEX.128.F3.0F38.W0 3A /r,"VPBROADCASTMW2D xmm1, k1",V,V,AVX512VL|AVX512CD
VPBROADCASTMW2D,EVEX.256.F3.0F38.W0 3A /r,"VPBROADCASTMW2D ymm1, k1",V,V,AVX512VL|AVX512CD
VPBROADCASTMW2D,EVEX.512.F3.0F38.W0 3A /r,"VPBROADCASTMW2D zmm1, k1",V,V,AVX512CD
VPCMPB,EVEX.128.66.0F3A.W0 3F /r /ib,"VPCMPB k1 {k2}, xmm2, xmm3/m128, imm8",V,V,AVX512VL|AVX512BW
VPCMPB,EVEX.256.66.0F3A.W0 3F /r /ib,"VPCMPB k1 {k2}, ymm2, ymm3/m256, imm8",V,V,AVX512VL|AVX512BW
VPCMPB,EVEX.512.66.0F3A.W0 3F /r /ib,"VPCMPB k1 {k2}, zmm2, zmm3/m512, imm8",V,V,AVX512BW
VPCMPUB,EVEX.128.66.0F3A.W0 3E /r /ib,"VPCMPUB k1 {k2}, xmm2, xmm3/m128, imm8",V,V,AVX512VL|AVX512BW
VPCMPUB,EVEX.256.66.0F3A.W0 3E /r /ib,"VPCMPUB k1 {k2}, ymm2, ymm3/m256, imm8",V,V,AVX512VL|AVX512BW
VPCMPUB,EVEX.512.66.0F3A.W0 3E /r /ib,"VPCMPUB k1 {k2}, zmm2, zmm3/m512, imm8",V,V,AVX512BW
VPCMPD,EVEX.128.66.0F3A.W0 1F /r /ib,"VPCMPD k1 {k2}, xmm2, xmm3/m128/m32bcst, imm8",V,V,AVX512VL|AVX512F
VPCMPD,EVEX.256.66.0F3A.W0 1F /r /ib,"VPCMPD k1 {k2}, ymm2, ymm3/m256/m32bcst, imm8",V,V,AVX512VL|AVX512F
VPCMPD,EVEX.512.66.0F3A.W0 1F /r /ib,"VPCMPD k1 {k2}, zmm2, zmm3/m512/m32bcst, imm8",V,V,AVX512F
VPCMPUD,EVEX.128.66.0F3A.W0 1E /r /ib,"VPCMPUD k1 {k2}, xmm2, xmm3/m128/m32bcst, imm8",V,V,AVX512VL|AVX512F
VPCMPUD,EVEX.256.66.0F3A.W0 1E /r /ib,"VPCMPUD k1 {k2}, ymm2, ymm3/m256/m32bcst, imm8",V,V,AVX512VL|AVX512F
VPCMPUD,EVEX.512.66.0F3A.W0 1E /r /ib,"VPCMPUD k1 {k2}, zmm2, zmm3/m512/m32bcst, imm8",V,V,AVX512F
VPCMPQ,EVEX.128.66.0F3A.W1 1F /r /ib,"VPCMPQ k1 {k2}, xmm2, xmm3/m128/m64bcst, imm8",V,V,AVX512VL|AVX512F
VPCMPQ,EVEX.256.66.0F3A.W1 1F /r /ib,"VPCMPQ k1 {k2}, ymm2, ymm3/m256/m64bcst, imm8",V,V,AVX512VL|AVX512F
VPCMPQ,EVEX.512.66.0F3A.W1 1F /r /ib,"VPCMPQ k1 {k2}, zmm2, zmm3/m512/m64bcst, imm8",V,V,AVX512F
VPCMPUQ,EVEX.128.66.0F3A.W1 1E /r /ib,"VPCMPUQ k1 {k2}, xmm2, xmm3/m128/m64bcst, imm8",V,V,AVX512VL|AVX512F
VPCMPUQ,EVEX.256.66.0F3A.W1 1E /r /ib,"VPCMPUQ k1 {k2}, ymm2, ymm3/m256/m64bcst, imm8",V,V,AVX512VL|AVX512F
VPCMPUQ,EVEX.512.66.0F3A.W1 1E /r /ib,"VPCMPUQ k1 {k2}, zmm2, zmm3/m512/m64bcst, imm8",V,V,AVX512F
VPCMPW,EVEX.128.66.0F3A.W1 3F /r /ib,"VPCMPW k1 {k2}, xmm2, xmm3/m128, imm8",V,V,AVX512VL|AVX512BW
VPCMPW,EVEX.256.66.0F3A.W1 3F /r /ib,"VPCMPW k1 {k2}, ymm2, ymm3/m256, imm8",V,V,AVX512VL|AVX512BW
VPCMPW,EVEX.512.66.0F3A.W1 3F /r /ib,"VPCMPW k1 {k2}, zmm2, zmm3/m512, imm8",V,V,AVX512BW
VPCMPUW,EVEX.128.66.0F3A.W1 3E /r /ib,"VPCMPUW k1 {k2}, xmm2, xmm3/m128, imm8",V,V,AVX512VL|AVX512BW
VPCMPUW,EVEX.256.66.0F3A.W1 3E /r /ib,"VPCMPUW k1 {k2}, ymm2, ymm3/m256, imm8",V,V,AVX512VL|AVX512BW
VPCMPUW,EVEX.512.66.0F3A.W1 3E /r /ib,"VPCMPUW k1 {k2}, zmm2, zmm3/m512, imm8",V,V,AVX512BW
VPCOMPRESSD,EVEX.128.66.0F38.W0 8B /r,"VPCOMPRESSD xmm1/m128 {k1}{z}, xmm2",V,V,AVX512VL|AVX512F
VPCOMPRESSD,EVEX.256.66.0F38.W0 8B /r,"VPCOMPRESSD ymm1/m256 {k1}{z}, ymm2",V,V,AVX512VL|AVX512F
VPCOMPRESSD,EVEX.512.66.0F38.W0 8B /r,"VPCOMPRESSD zmm1/m512 {k1}{z}, zmm2",V,V,AVX512F
VPCOMPRESSQ,EVEX.128.66.0F38.W1 8B /r,"VPCOMPRESSQ xmm1/m128 {k1}{z}, xmm2",V,V,AVX512VL|AVX512F
VPCOMPRESSQ,EVEX.256.66.0F38.W1 8B /r,"VPCOMPRESSQ ymm1/m256 {k1}{z}, ymm2",V,V,AVX512VL|AVX512F
VPCOMPRESSQ,EVEX.512.66.0F38.W1 8B /r,"VPCOMPRESSQ zmm1/m512 {k1}{z}, zmm2",V,V,AVX512F
VPCONFLICTD,EVEX.128.66.0F38.W0 C4 /r,"VPCONFLICTD xmm1 {k1}{z}, xmm2/m128/m32bcst",V,V,AVX512VL|AVX512CD
VPCONFLICTD,EVEX.256.66.0F38.W0 C4 /r,"VPCONFLICTD ymm1 {k1}{z}, ymm2/m256/m32bcst",V,V,AVX512VL|AVX512CD
VPCONFLICTD,EVEX.512.66.0F38.W0 C4 /r,"VPCONFLICTD zmm1 {k1}{z}, zmm2/m512/m32bcst",V,V,AVX512CD
VPCONFLICTQ,EVEX.128.66.0F38.W1 C4 /r,"VPCONFLICTQ xmm1 {k1}{z}, xmm2/m128/m64bcst",V,V,AVX512VL|AVX512CD
VPCONFLICTQ,EVEX.256.66.0F38.W1 C4 /r,"VPCONFLICTQ ymm1 {k1}{z}, ymm2/m256/m64bcst",V,V,AVX512VL|AVX512CD
VPCONFLICTQ,EVEX.512.66.0F38.W1 C4 /r,"VPCONFLICTQ zmm1 {k1}{z}, zmm2/m512/m64bcst",V,V,AVX512CD
VPERM2F128,VEX.256.66.0F3A.W0 06 /r /ib,"VPERM2F128 ymm1, ymm2, ymm3/m256, imm8",V,V,AVX
VPERM2I128,VEX.256.66.0F3A.W0 46 /r /ib,"VPERM2I128 ymm1, ymm2, ymm3/m256, imm8",V,V,AVX2
VPERMB,EVEX.128.66.0F38.W0 8D /r,"VPERMB xmm1 {k1}{z}, xmm2, xmm3/m128",V,V,AVX512VL|AVX512_VBMI
VPERMB,EVEX.256.66.0F38.W0 8D /r,"VPERMB ymm1 {k1}{z}, ymm2, ymm3/m256",V,V,AVX512VL|AVX512_VBMI
VPERMB,EVEX.512.66.0F38.W0 8D /r,"VPERMB zmm1 {k1}{z}, zmm2, zmm3/m512",V,V,AVX512_VBMI
VPERMD,VEX.256.66.0F38.W0 36 /r,"VPERMD ymm1, ymm2, ymm3/m256",V,V,AVX2
VPERMD,EVEX.256.66.0F38.W0 36 /r,"VPERMD ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst",V,V,AVX512VL|AVX512F
VPERMD,EVEX.512.66.0F38.W0 36 /r,"VPERMD zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst",V,V,AVX512F
VPERMW,EVEX.128.66.0F38.W1 8D /r,"VPERMW xmm1 {k1}{z}, xmm2, xmm3/m128",V,V,AVX512VL|AVX512BW
VPERMW,EVEX.256.66.0F38.W1 8D /r,"VPERMW ymm1 {k1}{z}, ymm2, ymm3/m256",V,V,AVX512VL|AVX512BW
VPERMW,EVEX.512.66.0F38.W1 8D /r,"VPERMW zmm1 {k1}{z}, zmm2, zmm3/m512",V,V,AVX512BW
VPERMI2B,EVEX.128.66.0F38.W0 75 /r,"VPERMI2B xmm1 {k1}{z}, xmm2, xmm3/m128",V,V,AVX512VL|AVX512_VBMI
VPERMI2B,EVEX.256.66.0F38.W0 75 /r,"VPERMI2B ymm1 {k1}{z}, ymm2, ymm3/m256",V,V,AVX512VL|AVX512_VBMI
VPERMI2B,EVEX.512.66.0F38.W0 75 /r,"VPERMI2B zmm1 {k1}{z}, zmm2, zmm3/m512",V,V,AVX512_VBMI
VPERMI2W,EVEX.128.66.0F38.W1 75 /r,"VPERMI2W xmm1 {k1}{z}, xmm2, xmm3/m128",V,V,AVX512VL|AVX512BW
VPERMI2W,EVEX.256.66.0F38.W1 75 /r,"VPERMI2W ymm1 {k1}{z}, ymm2, ymm3/m256",V,V,AVX512VL|AVX512BW
VPERMI2W,EVEX.512.66.0F38.W1 75 /r,"VPERMI2W zmm1 {k1}{z}, zmm2, zmm3/m512",V,V,AVX512BW
VPERMI2D,EVEX.128.66.0F38.W0 76 /r,"VPERMI2D xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst",V,V,AVX512VL|AVX512F
VPERMI2D,EVEX.256.66.0F38.W0 76 /r,"VPERMI2D ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst",V,V,AVX512VL|AVX512F
VPERMI2D,EVEX.512.66.0F38.W0 76 /r,"VPERMI2D zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst",V,V,AVX512F
VPERMI2Q,EVEX.128.66.0F38.W1 76 /r,"VPERMI2Q xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst",V,V,AVX512VL|AVX512F
VPERMI2Q,EVEX.256.66.0F38.W1 76 /r,"VPERMI2Q ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst",V,V,AVX512VL|AVX512F
VPERMI2Q,EVEX.512.66.0F38.W1 76 /r,"VPERMI2Q zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst",V,V,AVX512F
VPERMI2PS,EVEX.128.66.0F38.W0 77 /r,"VPERMI2PS xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst",V,V,AVX512VL|AVX512F
VPERMI2PS,EVEX.256.66.0F38.W0 77 /r,"VPERMI2PS ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst",V,V,AVX512VL|AVX512F
VPERMI2PS,EVEX.512.66.0F38.W0 77 /r,"VPERMI2PS zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst",V,V,AVX512F
VPERMI2PD,EVEX.128.66.0F38.W1 77 /r,"VPERMI2PD xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst",V,V,AVX512VL|AVX512F
VPERMI2PD,EVEX.256.66.0F38.W1 77 /r,"VPERMI2PD ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst",V,V,AVX512VL|AVX512F
VPERMI2PD,EVEX.512.66.0F38.W1 77 /r,"VPERMI2PD zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst",V,V,AVX512F
VPERMILPD,VEX.128.66.0F38.W0 0D /r,"VPERMILPD xmm1, xmm2, xmm3/m128",V,V,AVX
VPERMILPD,VEX.256.66.0F38.W0 0D /r,"VPERMILPD ymm1, ymm2, ymm3/m256",V,V,AVX
VPERMILPD,EVEX.128.66.0F38.W1 0D /r,"VPERMILPD xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst",V,V,AVX512VL|AVX512F
VPERMILPD,EVEX.256.66.0F38.W1 0D /r,"VPERMILPD ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst",V,V,AVX512VL|AVX512F
VPERMILPD,EVEX.512.66.0F38.W1 0D /r,"VPERMILPD zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst",V,V,AVX512F
VPERMILPD,VEX.128.66.0F3A.W0 05 /r /ib,"VPERMILPD xmm1, xmm2/m128, imm8",V,V,AVX
VPERMILPD,VEX.256.66.0F3A.W0 05 /r /ib,"VPERMILPD ymm1, ymm2/m256, imm8",V,V,AVX
VPERMILPD,EVEX.128.66.0F3A.W1 05 /r /ib,"VPERMILPD xmm1 {k1}{z}, xmm2/m128/m64bcst, imm8",V,V,AVX512VL|AVX512F
VPERMILPD,EVEX.256.66.0F3A.W1 05 /r /ib,"VPERMILPD ymm1 {k1}{z}, ymm2/m256/m64bcst, imm8",V,V,AVX512VL|AVX512F
VPERMILPD,EVEX.512.66.0F3A.W1 05 /r /ib,"VPERMILPD zmm1 {k1}{z}, zmm2/m512/m64bcst, imm8",V,V,AVX512F
VPERMILPS,VEX.128.66.0F38.W0 0C /r,"VPERMILPS xmm1, xmm2, xmm3/m128",V,V,AVX
VPERMILPS,VEX.128.66.0F3A.W0 04 /r /ib,"VPERMILPS xmm1, xmm2/m128, imm8",V,V,AVX
VPERMILPS,VEX.256.66.0F38.W0 0C /r,"VPERMILPS ymm1, ymm2, ymm3/m256",V,V,AVX
VPERMILPS,VEX.256.66.0F3A.W0 04 /r /ib,"VPERMILPS ymm1, ymm2/m256, imm8",V,V,AVX
VPERMILPS,EVEX.128.66.0F38.W0 0C /r,"VPERMILPS xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst",V,V,AVX512VL|AVX512F
VPERMILPS,EVEX.256.66.0F38.W0 0C /r,"VPERMILPS ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst",V,V,AVX512VL|AVX512F
VPERMILPS,EVEX.512.66.0F38.W0 0C /r,"VPERMILPS zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst",V,V,AVX512F
VPERMILPS,EVEX.128.66.0F3A.W0 04 /r /ib,"VPERMILPS xmm1 {k1}{z}, xmm2/m128/m32bcst, imm8",V,V,AVX512VL|AVX512F
VPERMILPS,EVEX.256.66.0F3A.W0 04 /r /ib,"VPERMILPS ymm1 {k1}{z}, ymm2/m256/m32bcst, imm8",V,V,AVX512VL|AVX512F
VPERMILPS,EVEX.512.66.0F3A.W0 04 /r /ib,"VPERMILPS zmm1 {k1}{z}, zmm2/m512/m32bcst, imm8",V,V,AVX512F
VPERMPD,VEX.256.66.0F3A.W1 01 /r /ib,"VPERMPD ymm1, ymm2/m256, imm8",V,V,AVX2
VPERMPD,EVEX.256.66.0F3A.W1 01 /r /ib,"VPERMPD ymm1 {k1}{z}, ymm2/m256/m64bcst, imm8",V,V,AVX512VL|AVX512F
VPERMPD,EVEX.512.66.0F3A.W1 01 /r /ib,"VPERMPD zmm1 {k1}{z}, zmm2/m512/m64bcst, imm8",V,V,AVX512F
VPERMPD,EVEX.256.66.0F38.W1 16 /r,"VPERMPD ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst",V,V,AVX512VL|AVX512F
VPERMPD,EVEX.512.66.0F38.W1 16 /r,"VPERMPD zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst",V,V,AVX512F
VPERMPS,VEX.256.66.0F38.W0 16 /r,"VPERMPS ymm1, ymm2, ymm3/m256",V,V,AVX2
VPERMPS,EVEX.256.66.0F38.W0 16 /r,"VPERMPS ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst",V,V,AVX512VL|AVX512F
VPERMPS,EVEX.512.66.0F38.W0 16 /r,"VPERMPS zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst",V,V,AVX512F
VPERMQ,VEX.256.66.0F3A.W1 00 /r /ib,"VPERMQ ymm1, ymm2/m256, imm8",V,V,AVX2
VPERMQ,EVEX.256.66.0F3A.W1 00 /r /ib,"VPERMQ ymm1 {k1}{z}, ymm2/m256/m64bcst, imm8",V,V,AVX512VL|AVX512F
VPERMQ,EVEX.512.66.0F3A.W1 00 /r /ib,"VPERMQ zmm1 {k1}{z}, zmm2/m512/m64bcst, imm8",V,V,AVX512F
VPERMQ,EVEX.256.66.0F38.W1 36 /r,"VPERMQ ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst",V,V,AVX512VL|AVX512F
VPERMQ,EVEX.512.66.0F38.W1 36 /r,"VPERMQ zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst",V,V,AVX512F
VPERMT2B,EVEX.128.66.0F38.W0 7D /r,"VPERMT2B xmm1 {k1}{z}, xmm2, xmm3/m128",V,V,AVX512VL|AVX512_VBMI
VPERMT2B,EVEX.256.66.0F38.W0 7D /r,"VPERMT2B ymm1 {k1}{z}, ymm2, ymm3/m256",V,V,AVX512VL|AVX512_VBMI
VPERMT2B,EVEX.512.66.0F38.W0 7D /r,"VPERMT2B zmm1 {k1}{z}, zmm2, zmm3/m512",V,V,AVX512_VBMI
VPERMT2W,EVEX.128.66.0F38.W1 7D /r,"VPERMT2W xmm1 {k1}{z}, xmm2, xmm3/m128",V,V,AVX512VL|AVX512BW
VPERMT2W,EVEX.256.66.0F38.W1 7D /r,"VPERMT2W ymm1 {k1}{z}, ymm2, ymm3/m256",V,V,AVX512VL|AVX512BW
VPERMT2W,EVEX.512.66.0F38.W1 7D /r,"VPERMT2W zmm1 {k1}{z}, zmm2, zmm3/m512",V,V,AVX512BW
VPERMT2D,EVEX.128.66.0F38.W0 7E /r,"VPERMT2D xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst",V,V,AVX512VL|AVX512F
VPERMT2D,EVEX.256.66.0F38.W0 7E /r,"VPERMT2D ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst",V,V,AVX512VL|AVX512F
VPERMT2D,EVEX.512.66.0F38.W0 7E /r,"VPERMT2D zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst",V,V,AVX512F
VPERMT2Q,EVEX.128.66.0F38.W1 7E /r,"VPERMT2Q xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst",V,V,AVX512VL|AVX512F
VPERMT2Q,EVEX.256.66.0F38.W1 7E /r,"VPERMT2Q ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst",V,V,AVX512VL|AVX512F
VPERMT2Q,EVEX.512.66.0F38.W1 7E /r,"VPERMT2Q zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst",V,V,AVX512F
VPERMT2PS,EVEX.128.66.0F38.W0 7F /r,"VPERMT2PS xmm1 {k1}{z}, xmm2, xmm3/m128/m32bcst",V,V,AVX512VL|AVX512F
VPERMT2PS,EVEX.256.66.0F38.W0 7F /r,"VPERMT2PS ymm1 {k1}{z}, ymm2, ymm3/m256/m32bcst",V,V,AVX512VL|AVX512F
VPERMT2PS,EVEX.512.66.0F38.W0 7F /r,"VPERMT2PS zmm1 {k1}{z}, zmm2, zmm3/m512/m32bcst",V,V,AVX512F
VPERMT2PD,EVEX.128.66.0F38.W1 7F /r,"VPERMT2PD xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst",V,V,AVX512VL|AVX512F
VPERMT2PD,EVEX.256.66.0F38.W1 7F /r,"VPERMT2PD ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst",V,V,AVX512VL|AVX512F
VPERMT2PD,EVEX.512.66.0F38.W1 7F /r,"VPERMT2PD zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst",V,V,AVX512F
VPEXPANDD,EVEX.128.66.0F38.W0 89 /r,"VPEXPANDD xmm1 {k1}{z}, xmm2/m128",V,V,AVX512VL|AVX512F
VPEXPANDD,EVEX.256.66.0F38.W0 89 /r,"VPEXPANDD ymm1 {k1}{z}, ymm2/m256",V,V,AVX512VL|AVX512F
VPEXPANDD,EVEX.512.66.0F38.W0 89 /r,"VPEXPANDD zmm1 {k1}{z}, zmm2/m512",V,V,AVX512F
VPEXPANDQ,EVEX.128.66.0F38.W1 89 /r,"VPEXPANDQ xmm1 {k1}{z}, xmm2/m128",V,V,AVX512VL|AVX512F
VPEXPANDQ,EVEX.256.66.0F38.W1 89 /r,"VPEXPANDQ ymm1 {k1}{z}, ymm2/m256",V,V,AVX512VL|AVX512F
VPEXPANDQ,EVEX.512.66.0F38.W1 89 /r,"VPEXPANDQ zmm1 {k1}{z}, zmm2/m512",V,V,AVX512F
VPGATHERDD,VEX.128.66.0F38.W0 90 /r,"VPGATHERDD xmm1, vm32x, xmm2",V,V,AVX2
VPGATHERQD,VEX.128.66.0F38.W0 91 /r,"VPGATHERQD xmm1, vm64x, xmm2",V,V,AVX2
VPGATHERDD,VEX.256.66.0F38.W0 90 /r,"VPGATHERDD ymm1, vm32y, ymm2",V,V,AVX2
VPGATHERQD,VEX.256.66.0F38.W0 91 /r,"VPGATHERQD xmm1, vm64y, xmm2",V,V,AVX2
VPGATHERDD,EVEX.128.66.0F38.W0 90 /vsib,"VPGATHERDD xmm1 {k1}, vm32x",V,V,AVX512VL|AVX512F
VPGATHERDD,EVEX.256.66.0F38.W0 90 /vsib,"VPGATHERDD ymm1 {k1}, vm32y",V,V,AVX512VL|AVX512F
VPGATHERDD,EVEX.512.66.0F38.W0 90 /vsib,"VPGATHERDD zmm1 {k1}, vm32z",V,V,AVX512F
VPGATHERDQ,EVEX.128.66.0F38.W1 90 /vsib,"VPGATHERDQ xmm1 {k1}, vm32x",V,V,AVX512VL|AVX512F
VPGATHERDQ,EVEX.256.66.0F38.W1 90 /vsib,"VPGATHERDQ ymm1 {k1}, vm32x",V,V,AVX512VL|AVX512F
VPGATHERDQ,EVEX.512.66.0F38.W1 90 /vsib,"VPGATHERDQ zmm1 {k1}, vm32y",V,V,AVX512F
VPGATHERDQ,VEX.128.66.0F38.W1 90 /r,"VPGATHERDQ xmm1, vm32x, xmm2",V,V,AVX2
VPGATHERQQ,VEX.128.66.0F38.W1 91 /r,"VPGATHERQQ xmm1, vm64x, xmm2",V,V,AVX2
VPGATHERDQ,VEX.256.66.0F38.W1 90 /r,"VPGATHERDQ ymm1, vm32x, ymm2",V,V,AVX2
VPGATHERQQ,VEX.256.66.0F38.W1 91 /r,"VPGATHERQQ ymm1, vm64y, ymm2",V,V,AVX2
VPGATHERQD,EVEX.128.66.0F38.W0 91 /vsib,"VPGATHERQD xmm1 {k1}, vm64x",V,V,AVX512VL|AVX512F
VPGATHERQD,EVEX.256.66.0F38.W0 91 /vsib,"VPGATHERQD xmm1 {k1}, vm64y",V,V,AVX512VL|AVX512F
VPGATHERQD,EVEX.512.66.0F38.W0 91 /vsib,"VPGATHERQD ymm1 {k1}, vm64z",V,V,AVX512F
VPGATHERQQ,EVEX.128.66.0F38.W1 91 /vsib,"VPGATHERQQ xmm1 {k1}, vm64x",V,V,AVX512VL|AVX512F
VPGATHERQQ,EVEX.256.66.0F38.W1 91 /vsib,"VPGATHERQQ ymm1 {k1}, vm64y",V,V,AVX512VL|AVX512F
VPGATHERQQ,EVEX.512.66.0F38.W1 91 /vsib,"VPGATHERQQ zmm1 {k1}, vm64z",V,V,AVX512F
VPLZCNTD,EVEX.128.66.0F38.W0 44 /r,"VPLZCNTD xmm1 {k1}{z}, xmm2/m128/m32bcst",V,V,AVX512VL|AVX512CD
VPLZCNTD,EVEX.256.66.0F38.W0 44 /r,"VPLZCNTD ymm1 {k1}{z}, ymm2/m256/m32bcst",V,V,AVX512VL|AVX512CD
VPLZCNTD,EVEX.512.66.0F38.W0 44 /r,"VPLZCNTD zmm1 {k1}{z}, zmm2/m512/m32bcst",V,V,AVX512CD
VPLZCNTQ,EVEX.128.66.0F38.W1 44 /r,"VPLZCNTQ xmm1 {k1}{z}, xmm2/m128/m64bcst",V,V,AVX512VL|AVX512CD
VPLZCNTQ,EVEX.256.66.0F38.W1 44 /r,"VPLZCNTQ ymm1 {k1}{z}, ymm2/m256/m64bcst",V,V,AVX512VL|AVX512CD
VPLZCNTQ,EVEX.512.66.0F38.W1 44 /r,"VPLZCNTQ zmm1 {k1}{z}, zmm2/m512/m64bcst",V,V,AVX512CD
VPMADD52HUQ,EVEX.128.66.0F38.W1 B5 /r,"VPMADD52HUQ xmm1 {k1}{z}, xmm2, xmm3/m128/m64bcst",V,V,AVX512_IFMA|AVX512VL
VPMADD52HUQ,EVEX.256.66.0F38.W1 B5 /r,"VPMADD52HUQ ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst",V,V,AVX512_IFMA|AVX512VL
VPMADD52HUQ,EVEX.512.66.0F38.W1 B5 /r,"VPMADD52HUQ zmm1 {k1}{z}, zmm2, zmm3/m512/m64bcst",V,V,AVX512_IFMA
VPMADD52LUQ,EVEX.128.66.0F38.W1 B4 /r,"VPMADD52LUQ xmm1 {k1}{z}, xmm2,xmm3/m128/m64bcst",V,V,AVX512_IFMA|AVX512VL
VPMADD52LUQ,EVEX.256.66.0F38.W1 B4 /r,"VPMADD52LUQ ymm1 {k1}{z}, ymm2, ymm3/m256/m64bcst",V,V,AVX512_IFMA|AVX512VL
VPMADD52LUQ,EVEX.512.66.0F38.W1 B4 /r,"VPMADD52LUQ zmm1 {k1}{z}, zmm2,zmm3/m512/m64bcst",V,V,AVX512_IFMA
VPMASKMOVD,VEX.128.66.0F38.W0 8C /r,"VPMASKMOVD xmm1, xmm2, m128",V,V,AVX2
VPMASKMOVD,VEX.256.66.0F38.W0 8C /r,"VPMASKMOVD ymm1, ymm2, m256",V,V,AVX2
VPMASKMOVQ,VEX.128.66.0F38.W1 8C /r,"VPMASKMOVQ xmm1, xmm2, m128",V,V,AVX2
VPMASKMOVQ,VEX.256.66.0F38.W1 8C /r,"VPMASKMOVQ ymm1, ymm2, m256",V,V,AVX2
VPMASKMOVD,VEX.128.66.0F38.W0 8E /r,"VPMASKMOVD m128, xmm1, xmm2",V,V,AVX2
VPMASKMOVD,VEX.256.66.0F38.W0 8E /r,"VPMASKMOVD m256, ymm1, ymm2",V,V,AVX2
VPMASKMOVQ,VEX.128.66.0F38.W1 8E /r,"VPMASKMOVQ m128, xmm1, xmm2",V,V,AVX2
VPMASKMOVQ,VEX.256.66.0F38.W1 8E /r,"VPMASKMOVQ m256, ymm1, ymm2",V,V,AVX2
